City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,fisterra,42.9049,-9.2629,58.75,72,51,12.24,ES,1683667278
367,lorengau,-2.0226,147.2712,81.73,78,38,2.55,PG,1683667279
368,riberalta,-10.9833,-66.1,79.0,78,75,10.36,BO,1683667279
369,cestos city,5.46,-9.5828,82.35,84,93,10.67,LR,1683667279
370,rongelap,11.1635,166.8941,81.05,82,77,16.13,MH,1683667279
371,isla mujeres,21.2311,-86.731,87.17,69,100,11.27,MX,1683667279
372,vanimo,-2.6741,141.3028,78.55,90,100,3.06,PG,1683667280
373,rabaul,-4.1967,152.1721,80.58,82,71,6.35,PG,1683667280
374,sandnessjoen,66.0217,12.6316,54.64,62,75,3.44,NO,1683667280
375,ochobo,7.183,7.9769,82.8,68,100,5.66,NG,1683667280
376,katsuren-haebaru,26.3369,127.8719,68.02,69,40,8.05,JP,1683667241
377,trairi,-3.2778,-39.2689,79.18,83,57,8.28,BR,1683666991
378,isiolo,0.3546,37.5822,67.68,78,85,9.98,KE,1683667281
379,durango,24.8333,-104.8333,81.68,7,91,22.35,MX,1683667279
380,aitape,-3.1374,142.3475,79.18,88,77,4.32,PG,1683667281
381,poso,-1.3959,120.7524,82.35,68,97,3.44,ID,1683667281
382,vilyuchinsk,52.9306,158.4028,41.27,81,100,3.56,RU,1683667282
383,villa de soto,-30.8552,-64.9995,71.4,49,4,9.01,AR,1683667282
384,lebu,-37.6167,-73.65,56.23,72,99,14.85,CL,1683667282
385,ust'-kut,56.7938,105.7672,46.51,83,73,3.51,RU,1683667282
386,aswan,24.0934,32.907,77.65,18,8,7.83,EG,1683667282
387,queenstown,-31.8976,26.8753,49.53,61,2,2.86,ZA,1683667283
388,ostrov,57.3439,28.3537,40.73,62,96,6.71,RU,1683667283
389,kudahuvadhoo,2.6708,72.8944,81.41,82,71,10.04,MV,1683667284
390,kingston,17.997,-76.7936,91.24,62,20,26.46,JM,1683667284
391,xianyang,34.3378,108.7026,58.24,94,100,4.47,CN,1683667285
392,kruisfontein,-34.0033,24.7314,54.88,91,8,3.62,ZA,1683667285
393,santander jimenez,24.2167,-98.4667,96.48,39,64,9.04,MX,1683667286
394,imperial,33.0334,-115.4175,90.18,7,4,13.67,US,1683667286
395,mammoth lakes,37.6485,-118.9721,52.52,13,0,6.91,US,1683667277
396,sinnar,13.5691,33.5672,89.65,10,50,10.69,SD,1683667286
397,hotan,37.0997,79.9269,56.05,14,8,4.63,CN,1683667287
398,thohoyandou,-22.9456,30.485,61.11,84,50,1.14,ZA,1683667287
399,sharlyk,52.9167,54.75,46.18,59,100,10.13,RU,1683667287
400,tralee,52.2704,-9.7026,51.62,93,99,13.89,IE,1683667287
401,kavaratti,10.5669,72.642,84.51,59,100,7.56,IN,1683667288
402,loa janan,-0.583,117.095,73.85,99,97,2.04,ID,1683667288
403,nadym,65.5333,72.5167,32.16,96,100,12.08,RU,1683667288
404,kailua-kona,19.6406,-155.9956,83.5,72,40,9.22,US,1683667288
405,tindouf,27.6711,-8.1474,95.45,10,1,9.22,DZ,1683667288
406,viedma,-40.8135,-62.9967,57.2,65,91,11.83,AR,1683667232
407,dazhong,33.1997,120.4578,49.75,61,98,2.37,CN,1683667289
408,nurota,40.5614,65.6886,67.82,23,0,4.94,UZ,1683667289
409,saint-francois,46.4154,3.9054,50.95,95,87,8.28,FR,1683666998
410,kosh-agach,50.0,88.6667,40.08,72,100,1.72,RU,1683667289
411,sisimiut,66.9395,-53.6735,34.03,76,100,10.78,GL,1683667289
412,enewetak,11.3474,162.3373,81.52,81,100,15.7,MH,1683667290
413,sumbawanga,-7.9667,31.6167,60.6,94,20,0.0,TZ,1683667290
414,las khorey,11.1595,48.1967,85.15,55,100,4.85,SO,1683667290
415,luderitz,-26.6481,15.1594,62.94,57,0,0.47,NA,1683667290
416,coquimbo,-29.9533,-71.3436,58.73,82,0,11.5,CL,1683667045
417,honggang,46.4667,124.8667,44.69,32,3,7.2,CN,1683667291
418,tostado,-29.232,-61.7692,74.98,44,0,3.18,AR,1683667291
419,balaklava,44.5,33.6,46.38,63,70,7.25,UA,1683667291
420,george town,5.4112,100.3354,84.13,87,20,0.0,MY,1683667272
421,nola,40.922,14.5329,63.93,86,93,2.37,IT,1683667292
422,lautoka,-17.6167,177.4667,78.66,73,20,5.75,FJ,1683667292
423,strelka,58.0728,93.0344,35.22,75,6,5.7,RU,1683667292
424,samsun,41.25,36.3333,52.56,94,75,3.44,TR,1683667292
425,usol'ye,59.4268,56.6808,36.18,74,47,5.86,RU,1683667293
426,gebeit,21.0667,36.3167,71.8,46,18,4.52,SD,1683667293
427,kerman,30.2832,57.0788,69.66,21,75,4.61,IR,1683667235
428,kalemie,-5.9475,29.1947,70.3,83,65,3.49,CD,1683667293
429,yakeshi,49.2833,120.7333,39.15,36,0,2.42,CN,1683667293
430,el porvenir,13.7617,-87.3458,92.53,21,7,7.96,HN,1683667294
431,bamboo flat,11.7,92.7167,83.48,78,100,15.43,IN,1683667294
432,kochenevo,55.0218,82.202,36.79,50,99,8.95,RU,1683667294
433,khandyga,62.6667,135.6,31.26,58,26,5.12,RU,1683667294
434,neiafu,-18.65,-173.9833,83.08,74,20,5.75,TO,1683667294
435,san juan del sur,11.2529,-85.8705,89.82,62,0,4.61,NI,1683667295
436,saint albans,51.75,-0.3333,54.16,95,100,9.71,GB,1683667295
437,calasparra,38.23,-1.6999,65.62,44,68,10.71,ES,1683667295
438,argo,37.6333,22.7333,62.78,84,100,5.08,GR,1683667295
439,khedbrahma,24.0333,73.05,84.65,16,2,2.37,IN,1683667296
440,nassau,40.7507,-73.5829,68.92,41,0,10.36,US,1683667014
441,xining,36.6167,101.7667,38.08,93,100,4.18,CN,1683667296
442,buala,-8.145,159.5921,82.62,81,22,7.9,SB,1683667296
443,palmas,-10.2128,-48.3603,87.67,66,20,4.61,BR,1683667296
444,sheridan,44.8333,-106.9173,72.01,27,0,3.0,US,1683667166
445,ad dabbah,18.05,30.95,82.74,11,100,9.73,SD,1683667297
446,praia da vitoria,38.7333,-27.0667,66.45,88,75,10.76,PT,1683667297
447,ta`u,-14.2336,-169.5144,82.0,77,98,13.51,AS,1683667297
448,antofagasta,-23.65,-70.4,61.88,71,8,7.02,CL,1683667238
449,port douglas,-16.4833,145.4667,66.97,68,40,9.17,AU,1683667297
450,lhokseumawe,5.1801,97.1507,77.77,86,100,3.13,ID,1683667298
451,haparanda,65.8355,24.1368,39.25,95,100,4.38,SE,1683667298
452,miles city,46.4083,-105.8406,72.57,35,0,5.75,US,1683667298
453,oranjemund,-28.55,16.4333,60.64,63,4,2.86,NA,1683667227
454,conception bay south,47.4999,-52.9981,39.92,85,100,22.41,CA,1683667089
455,happy valley-goose bay,53.3168,-60.3315,39.51,45,100,29.93,CA,1683667299
456,labuan,5.2767,115.2417,77.36,88,20,0.0,MY,1683667299
457,mejit,10.2753,170.8646,80.82,84,100,14.88,MH,1683667299
458,luza,60.6308,47.2512,42.84,85,99,4.12,RU,1683667299
459,pandharpur,17.6667,75.3333,88.65,46,100,2.15,IN,1683667299
460,arteche,12.2645,125.4048,77.94,84,100,0.78,PH,1683667300
461,anna regina,7.2644,-58.5077,80.8,76,97,9.19,GY,1683667300
462,arkhangel'sk,64.5401,40.5433,35.26,98,99,3.02,RU,1683667300
463,capilla de guadalupe,20.8333,-102.5833,89.62,13,1,12.46,MX,1683667300
464,constitucion,-35.3333,-72.4167,63.81,44,99,10.25,CL,1683667301
465,murray bridge,-35.1167,139.2667,54.12,86,35,1.59,AU,1683667301
466,terrace,54.5163,-128.6035,66.11,32,0,2.3,CA,1683667301
467,huicungo,-7.2833,-76.8,71.31,99,100,0.43,PE,1683667301
468,orange walk,17.8333,-88.8333,96.22,34,99,11.21,BZ,1683667301
469,malvan,16.0667,73.4667,83.64,79,98,5.39,IN,1683667302
470,tegueste,28.5167,-16.3167,65.16,81,40,10.36,ES,1683667302
471,sault ste. marie,46.5168,-84.3333,64.96,29,0,9.22,CA,1683667163
472,qarazhal,48.0078,70.7903,63.14,31,91,8.37,KZ,1683667302
473,suva,-18.1416,178.4415,76.48,88,20,4.61,FJ,1683667303
474,brookings,44.3114,-96.7984,76.05,46,40,8.05,US,1683667078
475,jurm,36.8648,70.8342,56.01,35,0,3.0,AF,1683667303
476,zhaoyuan,37.3592,120.3964,59.9,25,100,3.42,CN,1683667303
477,kampene,-3.6,26.6667,69.62,98,99,2.17,CD,1683667303
478,pyay,18.8167,95.2167,82.99,58,78,3.22,MM,1683667304
479,dongola,19.1667,30.4833,81.21,14,59,10.8,SD,1683667304
480,quartz hill,34.6453,-118.2181,71.69,49,0,26.46,US,1683667304
481,pangody,65.85,74.4859,30.83,98,100,7.92,RU,1683667304
482,siwa oasis,29.2041,25.5195,75.97,27,2,14.09,EG,1683667304
483,gazli,40.1333,63.45,75.88,15,2,7.58,UZ,1683667305
484,chengde,40.9725,117.9361,56.28,41,100,1.43,CN,1683667305
485,tofol,5.3248,163.0078,83.14,80,99,13.73,FM,1683667305
486,ola,59.5833,151.2833,35.31,85,89,2.95,RU,1683667305
487,margate,51.3813,1.3862,56.3,88,90,9.35,GB,1683667259
488,pariaman,-0.619,100.12,75.25,79,100,3.89,ID,1683667306
489,yaren,-0.5472,166.916,83.75,78,82,17.02,NR,1683667306
490,bayji,34.9311,43.487,77.14,24,1,8.1,IQ,1683667307
491,longboat key,27.4125,-82.659,88.25,56,0,14.97,US,1683667307
492,darwin,-12.4611,130.8418,71.58,41,0,14.97,AU,1683667229
493,kastsyukowka,52.5387,30.9173,41.0,70,0,6.71,BY,1683667308
494,cole harbour,44.6724,-63.4751,50.94,49,75,18.99,CA,1683667308
495,hobyo,5.3505,48.5268,81.88,80,96,19.6,SO,1683667308
496,porto novo,6.4965,2.6036,85.82,80,81,7.2,BJ,1683667309
497,fada,9.5667,8.3,79.34,45,93,3.2,NG,1683667309
498,buka,40.8108,69.1986,66.47,34,32,5.57,UZ,1683667309
499,vennesla,58.2694,7.9741,49.42,91,75,12.66,NO,1683667309
500,weihai,37.5017,122.1136,57.43,49,100,2.08,CN,1683667310
501,silapathar,26.206,93.8095,71.53,69,0,3.65,IN,1683667310
502,afaahiti,-17.75,-149.2833,84.07,73,91,5.7,PF,1683667310
503,ito,34.9667,139.0833,55.56,68,0,4.74,JP,1683667310
504,kavarna,43.4333,28.3333,45.43,85,99,8.03,BG,1683667311
505,vernon,50.2581,-119.2691,69.3,53,92,8.01,CA,1683667237
506,verkhniy baskunchak,48.2256,46.7217,44.89,71,100,7.14,RU,1683667311
507,cartagena,10.3997,-75.5144,87.42,74,40,14.97,CO,1683667232
508,remire-montjoly,4.9167,-52.2667,78.84,83,100,4.61,GF,1683667311
509,sanaa,15.3547,44.2067,68.36,40,4,2.62,YE,1683667312
510,emerald,-23.5333,148.1667,50.34,51,0,10.85,AU,1683667312
511,pointe-noire,-4.7761,11.8635,82.47,89,75,3.44,CG,1683667312
512,yashkul',46.1711,45.3435,52.88,65,87,6.69,RU,1683667312
513,callao,-12.0667,-77.15,71.73,83,100,6.91,PE,1683667313
514,pelplin,53.9283,18.6977,45.52,76,1,8.12,PL,1683667313
515,pont rouge,48.8833,-72.0825,57.31,25,26,10.33,CA,1683667313
516,mezhdurechenskiy,59.6,65.9333,38.1,49,19,8.79,RU,1683667313
517,adrar,20.5022,-10.0711,90.23,19,87,8.21,MR,1683667313
518,bam,29.106,58.357,85.8,12,96,7.54,IR,1683667314
519,aldama,22.9167,-98.0667,97.5,40,1,11.86,MX,1683667314
520,mana,5.6592,-53.7767,79.79,79,81,9.95,GF,1683667314
521,hasaki,35.7333,140.8333,56.21,68,0,10.8,JP,1683667314
522,sena madureira,-9.0656,-68.6569,80.13,84,95,1.63,BR,1683667315
523,saint croix,17.7397,-64.7388,82.96,76,40,12.66,VI,1683667315
524,nosy varika,-20.5833,48.5333,70.66,93,50,5.1,MG,1683667315
525,iquitos,-3.7481,-73.2472,77.04,94,100,4.61,PE,1683667315
526,namsos,64.4662,11.4957,55.45,58,100,8.05,NO,1683667315
527,catia la mar,10.6038,-67.0303,80.8,74,100,13.8,VE,1683667316
528,tarawa,1.419,172.984,86.09,74,75,4.61,KI,1683667316
529,vorkuta,67.5,64.0,19.63,100,99,3.11,RU,1683667316
530,oban,56.4127,-5.4706,48.38,82,15,2.86,GB,1683667316
531,tselinnoye,53.0833,85.6667,49.21,75,99,8.66,RU,1683667317
532,singkil,-7.9855,111.4161,76.21,96,100,3.78,ID,1683667317
533,pathein,16.7833,94.7333,80.78,82,65,3.38,MM,1683667317
534,yeniseysk,58.4497,92.1703,32.77,77,8,5.26,RU,1683667317
535,atherton,53.5237,-2.4935,53.89,86,99,4.0,GB,1683667318
536,wyszkow,52.5928,21.4584,52.14,72,6,8.03,PL,1683667318
537,nago,26.5881,127.9761,66.45,74,1,8.05,JP,1683667318
538,ruidoso,33.3317,-105.673,80.62,8,0,13.8,US,1683667318
539,nouadhibou,20.931,-17.0347,66.18,88,75,17.27,MR,1683667319
540,kuanda,56.3161,116.0806,39.76,85,45,1.66,RU,1683667319
541,borba,-4.3878,-59.5939,79.43,93,86,3.44,BR,1683667319
542,igarka,67.4667,86.5833,0.46,98,15,2.86,RU,1683667319
543,port alberni,49.2413,-124.8028,67.93,45,86,4.0,CA,1683667319
544,peace river,56.2501,-117.286,70.11,34,75,5.75,CA,1683667320
545,nanding,36.7483,118.0558,64.11,24,100,0.29,CN,1683667320
546,polyarnyy,69.1989,33.4478,33.76,98,100,4.88,RU,1683667320
547,bishnah,32.6167,74.8667,72.68,40,0,6.2,IN,1683667321
548,darhan,49.4867,105.9228,52.95,74,100,6.96,MN,1683667321
549,hillsboro,45.5229,-122.9898,65.98,60,75,4.61,US,1683667321
